image,split,problem_type,annotated_class,suggested_class,box,confidence,evidence
01-PAN-20240514-449-311-L00000012648-CCD22_2_crop3.jpg,train,miss,,MS,"[103.0, 560.3, 186.4, 740.7]",candidate,模型以置信度 0.3697 检出 MS 目标但无标注，疑似漏标
02-PAN-20250402-255-354-L00000001127-CCD8_5_crop3.jpg,train,miss,,MS,"[767.2, 732.1, 872.0, 806.5]",candidate,模型以置信度 0.3682 检出 MS 目标但无标注，疑似漏标
E139.7_N35.3_20170121_L1A0002135991-PAN12_crop2.jpg,train,mislabel,MS,LQS,"[131.7, 0.3, 323.3, 148.0]",candidate,标注为 MS，模型预测 LQS（置信度 0.359），疑似错标
01-PAN-20240513-456-305-L00000012444-CCD15_4_crop3.jpg,train,miss,,MS,"[749.4, 54.0, 834.0, 376.9]",candidate,模型以置信度 0.3569 检出 MS 目标但无标注，疑似漏标
E139.6_N35.4_20180420_L1A0003133739-PAN12_crop2.jpg,train,mislabel,MS,LQS,"[762.8, 348.2, 883.0, 532.5]",candidate,标注为 MS，模型预测 LQS（置信度 0.2364），疑似错标
02-PAN-20250323-442-303-L00000000287-CCD6_2_crop1.jpg,train,mislabel,MS,QHS,"[769.0, 325.2, 868.9, 526.7]",candidate,标注为 MS，模型预测 QHS（置信度 0.2119），疑似错标
01-PAN-20250328-462-374-L00000101101-CCD21_4_crop1.jpg,train,mislabel,MS,QHS,"[94.6, 682.0, 197.5, 734.3]",candidate,标注为 MS，模型预测 QHS（置信度 0.1907），疑似错标
E139.7_N35.3_20170121_L1A0002135991-PAN12_crop2.jpg,train,mislabel,MS,QHS,"[77.1, 0.0, 252.7, 130.0]",candidate,标注为 MS，模型预测 QHS（置信度 0.1022），疑似错标
W157.9_N21.3_20160709_L1A0001690055-PAN20_crop3.jpg,val,mislabel,QHS,MS,"[135.0, 252.2, 197.1, 351.4]",candidate,标注为 QHS，模型预测 MS（置信度 0.9176），疑似错标
W76.3_N37.0_20150318_L1A0000704021-PAN20_crop1.jpg,val,mislabel,QHS,MS,"[595.9, 471.0, 670.0, 800.0]",candidate,标注为 QHS，模型预测 MS（置信度 0.901），疑似错标
01-PAN-20240513-456-304-L00000012443-CCD5_2_crop1.jpg,val,miss,,MS,"[93.6, 641.2, 183.1, 838.4]",candidate,模型以置信度 0.8874 检出 MS 目标但无标注，疑似漏标
W76.3_N37.0_20150318_L1A0000704021-PAN27_crop3.jpg,val,mislabel,QHS,MS,"[577.5, 182.9, 651.3, 511.3]",candidate,标注为 QHS，模型预测 MS（置信度 0.885），疑似错标
E103.9_N1.2_20200419_L1A0004749016-PAN22_crop5.jpg,val,miss,,MS,"[282.4, 722.8, 327.5, 794.5]",candidate,模型以置信度 0.8809 检出 MS 目标但无标注，疑似漏标
01-PAN-20240513-456-304-L00000012443-CCD7_3_crop7.jpg,val,mislabel,MS,QHS,"[622.9, 492.7, 737.9, 670.6]",candidate,标注为 MS，模型预测 QHS（置信度 0.8786），疑似错标
02-PAN-20250329-087-336-L00000000675-CCD18_6_crop1.jpg,val,miss,,MS,"[68.6, 0.0, 325.8, 168.5]",candidate,模型以置信度 0.8774 检出 MS 目标但无标注，疑似漏标
01-PAN-20240513-456-304-L00000012443-CCD5_2_crop4.jpg,val,miss,,MS,"[571.9, 249.8, 659.2, 458.5]",candidate,模型以置信度 0.8737 检出 MS 目标但无标注，疑似漏标
01-PAN-20240511-152-202-L00000012357-CCD23_5_crop2.jpg,val,miss,,MS,"[0.0, 232.2, 66.5, 378.0]",candidate,模型以置信度 0.8724 检出 MS 目标但无标注，疑似漏标
01-PAN-20240513-456-304-L00000012443-CCD7_4_crop2.jpg,val,miss,,MS,"[572.2, 86.9, 681.4, 272.7]",candidate,模型以置信度 0.8611 检出 MS 目标但无标注，疑似漏标
01-PAN-20240513-456-304-L00000012443-CCD6_2_crop1.jpg,val,miss,,MS,"[16.2, 191.7, 162.9, 423.1]",candidate,模型以置信度 0.8586 检出 MS 目标但无标注，疑似漏标
W76.3_N37.0_20150318_L1A0000704021-PAN27_crop3.jpg,val,mislabel,QHS,MS,"[697.5, 192.3, 769.6, 567.4]",candidate,标注为 QHS，模型预测 MS（置信度 0.8425），疑似错标
01-PAN-20240513-456-304-L00000012443-CCD15_3_crop1.jpg,val,mislabel,QHS,MS,"[698.6, 715.4, 812.1, 864.0]",candidate,标注为 QHS，模型预测 MS（置信度 0.8424），疑似错标
W76.3_N37.0_20150318_L1A0000704021-PAN20_crop1.jpg,val,mislabel,QHS,MS,"[713.0, 480.5, 791.8, 855.2]",candidate,标注为 QHS，模型预测 MS（置信度 0.8369），疑似错标
W157.9_N21.3_20160709_L1A0001690055-PAN23_crop4.jpg,val,mislabel,HM,QHS,"[67.4, 0.0, 272.9, 162.8]",candidate,标注为 HM，模型预测 QHS（置信度 0.8263），疑似错标
01-PAN-20250118-471-374-L00000075006-CCD18_4_crop1.jpg,val,miss,,MS,"[736.0, 181.4, 852.6, 248.8]",candidate,模型以置信度 0.8123 检出 MS 目标但无标注，疑似漏标
01-PAN-20240513-456-304-L00000012443-CCD6_2_crop4.jpg,val,miss,,MS,"[374.0, 336.0, 444.8, 569.3]",candidate,模型以置信度 0.8029 检出 MS 目标但无标注，疑似漏标
01-PAN-20240513-456-304-L00000012443-CCD6_2_crop2.jpg,val,mislabel,MS,QHS,"[677.1, 0.0, 790.1, 146.1]",candidate,标注为 MS，模型预测 QHS（置信度 0.7848），疑似错标
E103.9_N1.2_20200419_L1A0004749016-PAN21_crop3.jpg,val,mislabel,MS,QHS,"[253.1, 749.4, 457.0, 820.0]",candidate,标注为 MS，模型预测 QHS（置信度 0.7826），疑似错标
E103.9_N1.2_20200419_L1A0004749016-PAN26_crop6.jpg,val,miss,,MS,"[744.3, 0.0, 859.3, 42.0]",candidate,模型以置信度 0.76 检出 MS 目标但无标注，疑似漏标
01-PAN-20240513-456-304-L00000012443-CCD7_3_crop2.jpg,val,miss,,MS,"[517.7, 754.7, 629.3, 810.1]",candidate,模型以置信度 0.7578 检出 MS 目标但无标注，疑似漏标
E103.9_N1.2_20200419_L1A0004749016-PAN26_crop1.jpg,val,miss,,MS,"[264.6, 350.5, 363.9, 398.5]",candidate,模型以置信度 0.7458 检出 MS 目标但无标注，疑似漏标
02-PAN-20250329-087-337-L00000000676-CCD18_1_crop2.jpg,val,miss,,MS,"[302.4, 813.6, 435.4, 846.8]",candidate,模型以置信度 0.7137 检出 MS 目标但无标注，疑似漏标
01-PAN-20240513-456-304-L00000012443-CCD6_2_crop3.jpg,val,miss,,MS,"[0.1, 599.0, 75.0, 669.9]",candidate,模型以置信度 0.7042 检出 MS 目标但无标注，疑似漏标
E127.9_N26.4_20170304_L1A0002218828-PAN14_crop2.jpg,val,mislabel,MS,QHS,"[565.4, 714.0, 668.7, 795.5]",candidate,标注为 MS，模型预测 QHS（置信度 0.6942），疑似错标
01-PAN-20240513-456-304-L00000012443-CCD7_3_crop1.jpg,val,mislabel,MS,QHS,"[144.0, 353.7, 209.5, 487.8]",candidate,标注为 MS，模型预测 QHS（置信度 0.6733），疑似错标
E103.9_N1.2_20200419_L1A0004749016-PAN25_crop19.jpg,val,miss,,MS,"[377.5, 439.4, 464.3, 560.9]",candidate,模型以置信度 0.6607 检出 MS 目标但无标注，疑似漏标
E103.9_N1.2_20200419_L1A0004749016-PAN25_crop25.jpg,val,miss,,MS,"[599.0, 546.4, 688.9, 673.0]",candidate,模型以置信度 0.6602 检出 MS 目标但无标注，疑似漏标
01-PAN-20240430-104-336-L00000011523-CCD23_4_crop1.jpg,val,miss,,MS,"[408.5, 0.3, 487.8, 222.6]",candidate,模型以置信度 0.6378 检出 MS 目标但无标注，疑似漏标
W76.3_N37.0_20150318_L1A0000704021-PAN20_crop3.jpg,val,mislabel,QHS,MS,"[197.6, 599.3, 403.1, 771.6]",candidate,标注为 QHS，模型预测 MS（置信度 0.6352），疑似错标
W157.9_N21.3_20160709_L1A0001690055-PAN23_crop3.jpg,val,mislabel,MS,QHS,"[243.4, 398.6, 448.5, 544.4]",candidate,标注为 MS，模型预测 QHS（置信度 0.6325），疑似错标
fsc_TG-N22.33-E120.62-lv20-Bing_crop0004.jpg,val,miss,,FSC,"[863.6, 627.5, 900.0, 679.2]",candidate,模型以置信度 0.5961 检出 FSC 目标但无标注，疑似漏标
01-PAN-20240513-456-304-L00000012443-CCD6_2_crop7.jpg,val,miss,,MS,"[117.6, 653.3, 174.5, 743.7]",candidate,模型以置信度 0.5838 检出 MS 目标但无标注，疑似漏标
W157.9_N21.3_20160709_L1A0001690055-PAN23_crop4.jpg,val,mislabel,QHS,MS,"[556.4, 771.1, 622.5, 870.8]",candidate,标注为 QHS，模型预测 MS（置信度 0.5816），疑似错标
E103.9_N1.2_20200419_L1A0004749016-PAN25_crop6.jpg,val,mislabel,MS,QHS,"[2.1, 76.7, 184.5, 268.8]",candidate,标注为 MS，模型预测 QHS（置信度 0.5749），疑似错标
01-PAN-20240513-456-304-L00000012443-CCD6_2_crop10.jpg,val,miss,,MS,"[403.5, 443.3, 631.3, 638.2]",candidate,模型以置信度 0.5697 检出 MS 目标但无标注，疑似漏标
01-PAN-20240511-152-202-L00000012357-CCD23_5_crop2.jpg,val,miss,,MS,"[310.3, 606.0, 421.2, 715.5]",candidate,模型以置信度 0.5579 检出 MS 目标但无标注，疑似漏标
W76.3_N37.0_20150318_L1A0000704021-PAN20_crop3.jpg,val,mislabel,MS,QHS,"[154.1, 541.7, 350.1, 707.9]",candidate,标注为 MS，模型预测 QHS（置信度 0.5307），疑似错标
E103.9_N1.2_20200419_L1A0004749016-PAN22_crop5.jpg,val,miss,,MS,"[383.9, 637.8, 415.5, 700.8]",candidate,模型以置信度 0.5299 检出 MS 目标但无标注，疑似漏标
01-PAN-20240513-456-304-L00000012443-CCD7_3_crop8.jpg,val,mislabel,MS,QHS,"[209.5, 48.4, 259.3, 159.4]",candidate,标注为 MS，模型预测 QHS（置信度 0.4765），疑似错标
01-PAN-20240513-456-304-L00000012443-CCD6_2_crop7.jpg,val,miss,,MS,"[520.8, 482.3, 572.2, 613.5]",candidate,模型以置信度 0.4756 检出 MS 目标但无标注，疑似漏标
01-PAN-20240513-456-304-L00000012443-CCD15_3_crop1.jpg,val,miss,,QHS,"[667.6, 0.0, 745.1, 62.3]",candidate,模型以置信度 0.4561 检出 QHS 目标但无标注，疑似漏标
01-PAN-20240511-152-202-L00000012357-CCD23_5_crop2.jpg,val,miss,,MS,"[302.9, 69.5, 433.2, 107.0]",candidate,模型以置信度 0.4288 检出 MS 目标但无标注，疑似漏标
E103.9_N1.2_20200419_L1A0004749016-PAN22_crop6.jpg,val,miss,,MS,"[791.4, 169.4, 829.6, 252.9]",candidate,模型以置信度 0.4238 检出 MS 目标但无标注，疑似漏标
01-PAN-20240513-456-304-L00000012443-CCD15_3_crop8.jpg,val,miss,,MS,"[783.4, 628.1, 806.0, 733.0]",candidate,模型以置信度 0.4237 检出 MS 目标但无标注，疑似漏标
01-PAN-20240513-456-304-L00000012443-CCD7_4_crop2.jpg,val,miss,,MS,"[502.0, 0.0, 652.0, 246.5]",candidate,模型以置信度 0.3674 检出 MS 目标但无标注，疑似漏标
01-PAN-20240513-456-304-L00000012443-CCD15_3_crop3.jpg,val,miss,,QHS,"[0.0, 0.0, 178.9, 42.7]",candidate,模型以置信度 0.365 检出 QHS 目标但无标注，疑似漏标
01-PAN-20240513-456-304-L00000012443-CCD15_3_crop4.jpg,val,mislabel,LQS,QHS,"[310.6, 832.6, 476.4, 859.0]",candidate,标注为 LQS，模型预测 QHS（置信度 0.3322），疑似错标
W76.3_N37.0_20150318_L1A0000704021-PAN27_crop2.jpg,val,mislabel,QHS,MS,"[371.6, 117.3, 576.0, 295.7]",candidate,标注为 QHS，模型预测 MS（置信度 0.1952），疑似错标
W76.3_N37.0_20150318_L1A0000704021-PAN27_crop3.jpg,val,mislabel,QHS,MS,"[655.1, 185.3, 721.8, 572.1]",candidate,标注为 QHS，模型预测 MS（置信度 0.1928），疑似错标
01-PAN-20240423-439-569-L00000011168-CCD16_5_crop1.jpg,val,mislabel,MS,QHS,"[54.3, 546.4, 295.1, 688.7]",candidate,标注为 MS，模型预测 QHS（置信度 0.1455），疑似错标
W157.9_N21.3_20160709_L1A0001690055-PAN23_crop4.jpg,val,mislabel,QHS,MS,"[0.0, 696.8, 20.3, 854.1]",candidate,标注为 QHS，模型预测 MS（置信度 0.1239），疑似错标
W157.9_N21.3_20160709_L1A0001690055-PAN23_crop3.jpg,val,mislabel,MS,QHS,"[231.0, 386.5, 452.9, 558.4]",candidate,标注为 MS，模型预测 QHS（置信度 0.1142），疑似错标
01-PAN-20240513-456-304-L00000012443-CCD7_3_crop9.jpg,val,mislabel,MS,QHS,"[669.5, 139.8, 733.1, 276.0]",candidate,标注为 MS，模型预测 QHS（置信度 0.1129），疑似错标
